EmployeeID,HireDate,Gender,Age,Department,JobRole,Education,YearsExperience,Salary,Location
2293,2022-06-01,Female,55,HR,HR Specialist,High School,23,64608.7,Seattle
2294,2016-03-09,Male,53,Engineering,HR Specialist,Bachelor,35,91982.74,New York
2295,2020-08-29,Non-binary,38,Finance,Sales Executive,High School,12,109828.42,Seattle
2296,2021-01-14,Male,36,Sales,Sales Executive,High School,17,104313.68,San Francisco
2297,2015-06-25,Non-binary,56,HR,HR Specialist,Master,8,62208.05,San Francisco
2298,2020-12-11,Non-binary,63,Marketing,Engineer,PhD,9,149098.06,Boston
2299,2015-07-08,Female,55,Engineering,Analyst,PhD,32,113459.98,Chicago
2300,2017-09-07,Female,52,Customer Support,Analyst,High School,6,92897.83,Seattle
2301,2018-03-01,Female,30,Marketing,Support Agent,PhD,4,78957.99,Chicago
2302,2018-03-26,Non-binary,31,Sales,Engineer,High School,26,144433.18,Austin
2303,2018-05-02,Non-binary,46,Engineering,Manager,High School,10,68049.43,New York
2304,2017-07-12,Non-binary,53,Customer Support,Engineer,PhD,9,141612.37,Boston
2305,2016-11-04,Female,47,Customer Support,Engineer,PhD,16,146241.67,New York
2306,2021-10-04,Female,35,Engineering,Support Agent,PhD,21,146546.94,Austin
2307,2017-12-02,Female,50,Marketing,HR Specialist,Bachelor,38,129821.66,San Francisco
2308,2021-04-11,Female,22,Finance,Manager,Bachelor,16,44092.57,Austin
2309,2019-06-13,Male,34,Finance,HR Specialist,Master,7,142183.34,San Francisco
2310,2021-12-12,Non-binary,49,HR,Support Agent,Master,28,76371.09,Seattle
2311,2016-07-02,Male,43,Finance,Engineer,Master,28,144903.03,Seattle
2312,2021-02-23,Female,61,Engineering,Support Agent,Master,16,115953.42,Boston
2313,2020-11-12,Male,35,Sales,Support Agent,Master,20,99608.03,New York
2314,2018-04-13,Non-binary,31,Finance,HR Specialist,High School,7,83989.42,San Francisco
2315,2020-09-03,Female,41,Finance,Sales Executive,PhD,25,64096.69,San Francisco
2316,2019-10-26,Non-binary,55,Sales,Sales Executive,Bachelor,30,40381.22,Austin
2317,2020-06-07,Female,42,HR,HR Specialist,PhD,17,128974.14,Austin
2318,2016-05-08,Male,38,Finance,Sales Executive,PhD,0,58525.94,Seattle
2319,2022-08-09,Non-binary,34,Sales,Engineer,High School,37,132464.79,Seattle
2320,2016-06-23,Female,52,Customer Support,Sales Executive,High School,32,72606.39,San Francisco
2321,2022-07-02,Non-binary,42,Marketing,HR Specialist,Bachelor,3,31159.19,New York
2322,2021-06-24,Non-binary,52,Engineering,Engineer,Master,16,92865.15,Austin
2323,2019-01-13,Female,27,HR,HR Specialist,Master,21,50058.87,Chicago
2324,2017-05-06,Non-binary,40,Customer Support,Engineer,High School,36,97473.14,Chicago
2325,2018-02-02,Non-binary,29,HR,Manager,Bachelor,21,36876.95,New York
2326,2019-08-23,Female,32,Engineering,Support Agent,High School,37,32535.47,Seattle
2327,2020-10-19,Female,25,Sales,Analyst,Master,31,80502.08,Austin
2328,2022-02-06,Female,48,Engineering,Analyst,PhD,13,66319.45,Austin
2329,2018-01-02,Non-binary,24,HR,Support Agent,Bachelor,32,40320.72,Austin
2330,2017-02-16,Non-binary,33,Engineering,HR Specialist,Master,5,103344.91,Austin
2331,2020-02-28,Non-binary,26,Sales,Support Agent,High School,26,149715.43,Austin
2332,2016-09-11,Male,52,HR,Manager,Bachelor,28,112095.98,Boston
2333,2021-05-30,Female,31,Customer Support,HR Specialist,Master,32,39078.54,San Francisco
2334,2021-06-13,Female,34,Customer Support,Manager,Master,29,68659.79,Austin
2335,2020-07-06,Non-binary,64,Engineering,Support Agent,Bachelor,5,63071.67,Boston
2336,2019-03-31,Male,63,Marketing,HR Specialist,Bachelor,36,40503.62,Austin
2337,2015-12-25,Female,31,HR,HR Specialist,PhD,25,51653.62,San Francisco
2338,2018-04-11,Female,61,HR,Support Agent,Bachelor,21,148296.08,New York
2339,2017-09-28,Non-binary,34,Marketing,HR Specialist,PhD,7,94340.39,Boston
2340,2015-11-22,Male,58,Marketing,Analyst,Bachelor,30,104493.0,Seattle
2341,2017-06-24,Male,57,Customer Support,Engineer,Master,17,108979.28,San Francisco
2342,2020-02-23,Female,44,Finance,Sales Executive,Bachelor,12,146309.48,Chicago
2343,2016-01-16,Male,63,Customer Support,Manager,Master,1,35795.39,Chicago
2344,2017-03-15,Male,38,Marketing,HR Specialist,PhD,1,103530.67,San Francisco
2345,2015-06-04,Female,53,HR,HR Specialist,PhD,35,66063.33,Boston
2346,2020-09-11,Male,37,HR,Manager,Bachelor,37,115856.55,San Francisco
2347,2021-05-12,Female,54,Engineering,Analyst,Master,29,101597.72,Seattle
2348,2015-07-14,Female,22,Customer Support,HR Specialist,PhD,1,120180.57,San Francisco
2349,2022-11-03,Female,28,Finance,Support Agent,Bachelor,9,104928.18,New York
2350,2021-01-23,Male,31,HR,Manager,Bachelor,27,40702.57,Chicago
2351,2017-12-12,Non-binary,56,Sales,Engineer,Master,6,52357.06,New York
2352,2019-09-11,Male,27,Marketing,Manager,Master,35,129604.22,Chicago
2353,2016-12-23,Non-binary,64,Engineering,Support Agent,Master,5,137361.8,Chicago
2354,2022-09-12,Female,51,Marketing,HR Specialist,High School,3,57683.36,Chicago
2355,2021-10-30,Male,58,Finance,Analyst,PhD,11,134775.47,Seattle
2356,2019-07-11,Male,54,Customer Support,Manager,PhD,11,60718.87,Chicago
2357,2015-12-02,Male,49,Finance,Analyst,PhD,29,53954.45,San Francisco
2358,2017-07-11,Female,37,Engineering,Analyst,PhD,33,64690.84,Seattle
2359,2020-05-24,Female,56,Finance,Engineer,Bachelor,6,44267.76,Boston
2360,2018-09-11,Male,23,Finance,Sales Executive,High School,23,68396.38,Boston
2361,2021-02-09,Non-binary,39,Customer Support,Manager,Bachelor,19,108332.28,New York
2362,2021-02-23,Female,24,Marketing,Engineer,Master,29,59369.86,Seattle
2363,2018-03-07,Male,31,Marketing,Analyst,High School,16,138824.71,New York
2364,2015-08-27,Non-binary,58,Marketing,Manager,High School,31,76562.15,Austin
2365,2020-12-16,Male,61,Customer Support,HR Specialist,High School,20,114867.14,New York
2366,2017-12-09,Female,44,HR,HR Specialist,PhD,28,136346.56,Austin
2367,2021-07-15,Non-binary,62,Engineering,HR Specialist,Master,17,121001.0,San Francisco
2368,2017-01-09,Non-binary,48,HR,Analyst,Bachelor,37,139871.52,San Francisco
2369,2016-09-15,Male,44,Marketing,Analyst,PhD,26,106487.47,Austin
2370,2017-11-06,Female,63,Finance,Analyst,PhD,10,42081.13,New York
2371,2022-01-20,Male,54,Customer Support,Engineer,PhD,34,114009.33,Chicago
2372,2016-01-14,Male,30,Engineering,Analyst,High School,5,79163.2,Chicago
2373,2015-10-17,Non-binary,46,Marketing,Engineer,Bachelor,37,63621.47,New York
2374,2022-05-02,Non-binary,29,Finance,Analyst,PhD,14,133644.51,Austin
2375,2018-10-09,Female,40,Sales,Sales Executive,Master,15,103756.34,Austin
2376,2015-05-17,Female,61,Sales,Manager,Bachelor,37,95704.46,New York
2377,2020-01-31,Male,63,Sales,Sales Executive,Master,16,70372.22,New York
2378,2017-01-07,Female,41,Customer Support,Support Agent,Master,4,141961.26,Boston
2379,2022-01-15,Non-binary,58,HR,Analyst,Master,1,132439.46,New York
2380,2017-01-16,Male,25,HR,Sales Executive,High School,28,84618.38,Seattle
2381,2022-12-29,Non-binary,23,Marketing,Analyst,High School,3,116976.88,Austin
2382,2020-06-11,Male,35,Customer Support,Manager,Bachelor,26,59508.42,Seattle
2383,2022-04-09,Female,28,Sales,Support Agent,Bachelor,4,136862.24,Chicago
2384,2018-03-11,Female,58,Sales,HR Specialist,Bachelor,13,144368.59,San Francisco
2385,2020-02-02,Non-binary,62,Sales,Support Agent,Master,2,62656.87,Austin
2386,2017-06-19,Non-binary,42,Sales,Engineer,PhD,4,98942.45,Austin
2387,2022-12-22,Non-binary,64,Finance,Support Agent,Master,37,124146.41,Austin
2388,2022-01-12,Female,43,Finance,Manager,High School,9,68838.54,Seattle
2389,2022-06-02,Non-binary,30,Marketing,HR Specialist,Master,14,138307.8,Seattle
2390,2018-07-11,Female,31,HR,Support Agent,Master,4,110257.44,Boston
2391,2018-09-24,Male,54,Sales,HR Specialist,PhD,8,61928.19,San Francisco
2392,2022-04-28,Male,54,Finance,Manager,High School,32,66537.94,Chicago
2393,2018-08-22,Female,47,Customer Support,HR Specialist,PhD,19,100039.81,Seattle
2394,2018-07-22,Male,49,Customer Support,Support Agent,High School,20,128664.06,New York
2395,2022-09-08,Male,29,Sales,Sales Executive,High School,30,141597.85,New York
2396,2020-05-30,Female,54,Finance,Sales Executive,Bachelor,7,38997.16,Austin
2397,2018-08-07,Female,41,Finance,Manager,PhD,11,119796.34,Chicago
2398,2019-07-05,Female,24,Engineering,Analyst,Master,22,149901.17,San Francisco
2399,2017-05-20,Female,52,HR,Support Agent,Bachelor,2,41270.89,Seattle
2400,2021-06-11,Female,52,Engineering,HR Specialist,Bachelor,28,38799.18,Boston
2401,2015-07-26,Male,45,Finance,Support Agent,Bachelor,11,98073.63,Austin
2402,2021-07-13,Non-binary,41,Finance,HR Specialist,High School,12,101119.09,San Francisco
2403,2019-02-21,Non-binary,32,Sales,Engineer,PhD,4,120902.98,San Francisco
2404,2022-08-20,Female,42,Marketing,Support Agent,PhD,18,78286.87,Austin
2405,2020-06-30,Female,36,HR,HR Specialist,High School,19,36860.78,Austin
2406,2015-08-29,Non-binary,36,Customer Support,Support Agent,Master,34,39639.63,Boston
2407,2020-07-30,Female,64,Marketing,Support Agent,PhD,2,143101.58,Seattle
2408,2017-09-06,Female,23,Marketing,Support Agent,Master,28,41110.76,New York
2409,2020-09-09,Male,39,Engineering,Support Agent,Bachelor,17,102257.82,Seattle
2410,2017-01-30,Female,32,Sales,Sales Executive,PhD,31,98091.84,New York
2411,2021-09-23,Non-binary,44,Engineering,Engineer,Bachelor,36,123590.88,New York
2412,2017-01-02,Female,35,Engineering,HR Specialist,High School,0,77184.32,San Francisco
2413,2015-12-12,Female,25,Finance,Support Agent,Bachelor,1,138515.17,Austin
2414,2020-10-24,Male,64,Finance,Sales Executive,PhD,14,91616.16,San Francisco
2415,2016-08-03,Non-binary,54,Engineering,Engineer,High School,18,51253.54,Boston
2416,2017-05-24,Male,22,HR,Sales Executive,High School,2,56815.59,Chicago
2417,2018-01-15,Male,39,Sales,Sales Executive,Bachelor,12,122039.25,New York
2418,2021-08-21,Non-binary,36,Finance,Manager,Master,18,149528.65,Boston
2419,2017-09-15,Male,29,Finance,Support Agent,Master,2,69983.11,Austin
2420,2021-02-17,Male,58,Customer Support,Sales Executive,Bachelor,8,111728.02,San Francisco
2421,2020-08-03,Non-binary,60,Marketing,Analyst,Master,10,147320.84,Austin
2422,2020-12-21,Male,23,HR,Sales Executive,Bachelor,2,99865.47,New York
2423,2021-03-18,Female,23,Customer Support,Sales Executive,Master,38,44208.34,New York
2424,2022-02-01,Male,61,Marketing,Manager,Master,37,57897.65,New York
2425,2019-04-06,Male,27,Sales,Analyst,Bachelor,4,74761.74,Austin
2426,2016-11-01,Female,23,Engineering,Analyst,Bachelor,38,38422.48,Boston
2427,2019-01-07,Non-binary,48,HR,Analyst,High School,20,102443.0,Chicago
2428,2020-09-14,Male,33,Engineering,Manager,Bachelor,4,128664.52,Austin
2429,2016-10-27,Female,50,Customer Support,Engineer,Master,23,149159.08,New York
2430,2015-10-20,Female,31,Customer Support,HR Specialist,Master,24,113462.05,San Francisco
2431,2019-03-02,Non-binary,49,Sales,Analyst,Bachelor,6,70717.39,San Francisco
2432,2015-10-21,Non-binary,55,Customer Support,Support Agent,Master,29,58939.73,New York
2433,2015-03-27,Female,33,Finance,Manager,PhD,26,119081.23,Chicago
2434,2020-07-06,Male,54,HR,Manager,Master,2,92276.29,Austin
2435,2020-07-28,Non-binary,38,Marketing,Sales Executive,PhD,16,82794.0,Chicago
2436,2022-06-05,Male,32,Finance,Support Agent,Master,17,57660.9,New York
2437,2015-04-17,Male,39,Customer Support,Analyst,Master,18,78122.84,Boston
2438,2018-12-16,Female,48,HR,Sales Executive,High School,27,121519.2,Seattle
2439,2019-12-26,Female,62,Marketing,HR Specialist,Bachelor,39,133071.34,Seattle
2440,2021-05-16,Non-binary,40,Customer Support,HR Specialist,PhD,10,130413.66,San Francisco
2441,2022-03-13,Female,48,Finance,Analyst,PhD,9,32832.08,New York
2442,2019-07-13,Male,63,Sales,Sales Executive,Bachelor,4,148857.26,Chicago
2443,2015-07-22,Non-binary,23,Finance,Sales Executive,High School,31,65035.19,New York
2444,2021-03-06,Male,25,Finance,Support Agent,Bachelor,16,107455.58,Boston
2445,2021-11-08,Female,32,Engineering,Analyst,High School,30,122019.93,San Francisco
2446,2017-06-17,Female,34,Sales,HR Specialist,Bachelor,19,74430.22,Chicago
2447,2019-02-02,Female,28,Sales,HR Specialist,High School,6,34153.14,New York
2448,2016-08-27,Non-binary,36,Finance,Analyst,Bachelor,20,34065.57,Chicago
2449,2019-05-02,Female,42,Marketing,Manager,Bachelor,1,143160.51,Seattle
2450,2016-07-13,Female,64,HR,Engineer,PhD,36,113448.28,Seattle
2451,2018-12-13,Non-binary,43,Finance,Sales Executive,High School,33,97169.79,Seattle
2452,2016-05-18,Female,58,Marketing,Sales Executive,High School,2,40200.58,Austin
2453,2017-01-16,Non-binary,23,Engineering,Analyst,PhD,18,53198.86,Chicago
2454,2022-06-18,Non-binary,55,Engineering,Analyst,Bachelor,20,30444.28,Austin
2455,2020-03-20,Non-binary,60,Marketing,Sales Executive,Bachelor,35,44270.66,Boston
2456,2022-06-08,Female,58,Finance,Manager,High School,25,100625.16,San Francisco
2457,2021-02-04,Male,47,Marketing,Sales Executive,Master,2,110149.0,Boston
2458,2019-09-27,Female,22,Customer Support,Analyst,Master,16,89861.37,New York
2459,2019-08-10,Non-binary,39,HR,Analyst,Master,14,99098.69,Chicago
2460,2018-04-17,Male,29,Engineering,Sales Executive,Bachelor,15,142956.11,Chicago
2461,2020-03-23,Non-binary,39,Finance,Engineer,High School,24,40224.69,Chicago
2462,2016-04-09,Female,27,Marketing,Manager,High School,2,120472.83,Boston
2463,2019-05-25,Female,46,Marketing,Manager,PhD,7,119151.61,Seattle
2464,2020-10-23,Non-binary,58,Marketing,Sales Executive,High School,28,57536.01,San Francisco
2465,2021-05-07,Non-binary,60,Marketing,HR Specialist,High School,31,94463.83,Seattle
2466,2016-03-19,Female,29,Sales,Analyst,PhD,10,84080.44,Austin
2467,2015-12-25,Male,42,Customer Support,HR Specialist,PhD,22,140696.06,Austin
2468,2019-11-21,Male,29,Sales,Engineer,Master,7,78572.72,Seattle
2469,2018-01-17,Female,50,HR,Analyst,PhD,1,75130.26,Boston
2470,2021-04-12,Male,45,Engineering,Analyst,High School,32,56030.95,Seattle
2471,2018-06-29,Male,51,Marketing,Engineer,Bachelor,13,116416.21,San Francisco
2472,2022-05-10,Non-binary,52,Customer Support,Engineer,High School,17,107877.06,Chicago
2473,2015-11-28,Female,57,Engineering,Analyst,High School,27,133173.56,New York
2474,2022-03-04,Non-binary,52,Sales,Sales Executive,High School,20,133098.99,Austin
2475,2018-04-16,Non-binary,31,Sales,Manager,PhD,22,68650.97,Seattle
2476,2019-12-13,Non-binary,58,HR,Engineer,Bachelor,6,78892.02,Chicago
2477,2015-06-30,Non-binary,51,Finance,Sales Executive,High School,38,133530.17,New York
2478,2022-06-05,Female,60,Marketing,HR Specialist,Bachelor,13,64101.96,New York
2479,2022-04-13,Female,51,Engineering,HR Specialist,High School,5,102912.37,Boston
2480,2018-06-19,Non-binary,61,HR,HR Specialist,Bachelor,5,53488.07,Boston
2481,2022-03-23,Non-binary,48,HR,HR Specialist,Bachelor,33,81324.95,Seattle
2482,2018-01-26,Non-binary,48,HR,Analyst,High School,14,104388.88,New York
2483,2017-10-22,Female,47,Marketing,HR Specialist,High School,28,66048.81,Chicago
2484,2021-10-31,Male,57,Marketing,Sales Executive,PhD,37,64278.44,San Francisco
2485,2018-09-27,Non-binary,31,Marketing,Analyst,Master,15,69624.92,San Francisco
2486,2018-05-31,Non-binary,42,Sales,HR Specialist,PhD,9,79003.0,Boston
2487,2021-08-28,Male,53,Marketing,HR Specialist,High School,24,68292.53,San Francisco
2488,2015-08-11,Male,34,Customer Support,HR Specialist,Bachelor,3,98735.96,San Francisco
2489,2022-06-04,Non-binary,49,Marketing,Sales Executive,PhD,29,117380.22,New York
2490,2021-01-11,Non-binary,58,Customer Support,Analyst,PhD,26,96392.67,Austin
2491,2018-07-14,Male,34,Engineering,Sales Executive,Bachelor,30,60852.32,San Francisco
2492,2022-04-20,Male,48,Customer Support,Manager,Master,17,138019.5,Boston
2493,2018-01-01,Non-binary,46,Customer Support,Engineer,PhD,33,42275.48,Seattle
2494,2020-10-03,Non-binary,39,Marketing,Sales Executive,Master,30,108990.25,New York
2495,2019-12-03,Non-binary,46,Marketing,Engineer,Master,37,85417.49,Chicago
2496,2020-09-22,Female,38,Sales,Support Agent,PhD,25,84574.62,Boston
2497,2021-02-12,Male,64,Finance,HR Specialist,Bachelor,23,122667.65,Chicago
2498,2017-04-15,Non-binary,58,Customer Support,HR Specialist,Master,28,38704.54,Austin
2499,2017-03-19,Female,57,Sales,Analyst,High School,34,119462.84,Chicago
2500,2017-01-10,Male,63,Sales,Analyst,Master,0,31160.11,Seattle
2501,2020-05-13,Female,44,Marketing,Sales Executive,Master,2,47822.97,Austin
2502,2019-07-24,Non-binary,58,HR,Engineer,PhD,18,142199.41,Boston
2503,2019-10-30,Non-binary,38,Customer Support,HR Specialist,High School,20,83275.52,Boston
2504,2021-01-02,Female,58,Sales,Analyst,High School,22,46764.0,Austin
2505,2016-03-25,Male,57,Finance,Sales Executive,High School,6,61760.33,New York
2506,2015-08-30,Male,51,Marketing,Sales Executive,Master,33,109755.5,Chicago
2507,2021-10-14,Non-binary,22,Finance,HR Specialist,High School,34,64219.86,Chicago
2508,2022-01-30,Female,57,Sales,Sales Executive,Bachelor,6,70341.36,Austin
2509,2015-08-19,Male,34,Customer Support,HR Specialist,PhD,26,107983.9,Boston
2510,2021-10-12,Male,40,Customer Support,Engineer,Master,4,135041.14,New York
2511,2018-12-26,Female,50,HR,Engineer,Bachelor,22,95389.48,Seattle
2512,2022-04-29,Non-binary,37,Finance,Sales Executive,Bachelor,23,134813.16,San Francisco
2513,2019-12-16,Male,22,Marketing,HR Specialist,Master,30,106113.58,Boston
2514,2015-06-08,Male,62,HR,Support Agent,Bachelor,34,68168.88,Seattle
2515,2020-06-15,Female,56,HR,Engineer,Master,5,103391.31,Chicago
2516,2021-04-11,Female,62,Engineering,Engineer,Bachelor,34,72058.81,Austin
2517,2022-04-17,Male,54,HR,Sales Executive,Bachelor,36,142775.77,New York
2518,2017-09-17,Male,36,Finance,Sales Executive,PhD,29,79771.82,Austin
2519,2022-07-11,Male,22,Customer Support,Engineer,Master,18,70452.5,Boston
2520,2020-07-10,Male,23,Marketing,HR Specialist,Master,19,108505.42,Seattle
2521,2022-04-01,Female,46,HR,Sales Executive,PhD,22,74940.83,Boston
2522,2022-05-29,Male,56,Marketing,Sales Executive,Bachelor,26,133662.96,New York
2523,2021-04-12,Non-binary,46,Customer Support,Sales Executive,PhD,11,132507.87,Chicago
2524,2022-09-03,Female,54,Marketing,Engineer,High School,6,133641.92,Boston
2525,2022-07-14,Non-binary,42,HR,Support Agent,PhD,12,142013.92,Chicago
2526,2022-03-30,Non-binary,62,Engineering,HR Specialist,Bachelor,8,54869.93,Austin
2527,2019-06-19,Female,53,Sales,Support Agent,PhD,11,98493.54,Austin
2528,2020-12-06,Female,43,Sales,Engineer,High School,22,103288.53,Seattle
2529,2016-02-20,Non-binary,32,HR,Engineer,PhD,5,60309.86,Seattle
2530,2018-05-05,Female,58,Finance,Sales Executive,PhD,4,64838.14,Seattle
2531,2022-10-24,Non-binary,49,Customer Support,Manager,PhD,5,100383.91,Boston
2532,2016-01-14,Non-binary,46,Marketing,Engineer,Bachelor,1,58649.27,Chicago
2533,2018-03-24,Male,40,Marketing,HR Specialist,Bachelor,22,76530.23,San Francisco
2534,2022-04-21,Male,40,Marketing,Manager,Bachelor,34,108156.09,San Francisco
2535,2018-09-16,Male,48,Customer Support,Sales Executive,Master,25,104044.14,Seattle
2536,2021-07-05,Male,58,Finance,Engineer,Bachelor,19,144813.63,New York
2537,2017-10-19,Male,32,Finance,Engineer,Bachelor,23,60271.99,San Francisco
2538,2017-03-30,Non-binary,41,Sales,Sales Executive,Master,34,58528.88,New York
2539,2017-04-22,Non-binary,27,Finance,Sales Executive,Master,0,112924.57,New York
2540,2015-03-28,Non-binary,55,Customer Support,Support Agent,PhD,14,106766.1,Chicago
2541,2019-01-07,Non-binary,64,Sales,Support Agent,Bachelor,32,86250.01,Boston
2542,2015-07-17,Female,29,Engineering,Support Agent,PhD,31,146014.18,Boston
2543,2022-08-04,Female,48,Finance,HR Specialist,High School,11,57431.76,Chicago
2544,2016-03-15,Female,44,Customer Support,Engineer,Master,15,104961.15,Seattle
2545,2015-09-08,Male,39,Marketing,Support Agent,Bachelor,34,85514.11,Chicago
2546,2019-09-30,Female,46,Sales,HR Specialist,Master,38,145133.2,Boston
2547,2020-02-09,Non-binary,48,HR,Analyst,Master,2,75402.29,Chicago
2548,2016-07-13,Female,38,Marketing,Support Agent,Bachelor,32,69646.92,New York
2549,2015-04-15,Male,52,Marketing,Sales Executive,PhD,23,52334.8,Seattle
2550,2019-08-14,Non-binary,39,Marketing,Support Agent,Bachelor,4,89248.24,New York
2551,2018-09-29,Non-binary,62,Engineering,Support Agent,PhD,15,126036.94,Boston
2552,2020-02-10,Non-binary,57,Marketing,Sales Executive,High School,17,105116.22,San Francisco
2553,2017-12-13,Female,48,Customer Support,Support Agent,Bachelor,20,112452.43,Chicago
2554,2022-04-01,Male,27,Customer Support,Sales Executive,Bachelor,9,88428.98,Chicago
2555,2018-10-03,Non-binary,39,Marketing,Sales Executive,Bachelor,37,51368.9,Boston
2556,2018-08-30,Male,49,HR,Analyst,Bachelor,20,148319.14,San Francisco
2557,2017-07-15,Female,49,Marketing,Analyst,PhD,9,84864.55,Seattle
2558,2020-09-27,Male,51,Finance,Support Agent,Bachelor,32,71302.26,San Francisco
2559,2018-03-06,Male,43,Marketing,Support Agent,High School,29,46469.72,Boston
2560,2015-07-19,Female,42,Finance,Engineer,PhD,39,112538.93,Seattle
2561,2015-05-22,Male,23,Marketing,Support Agent,PhD,11,112733.75,San Francisco
2562,2019-07-24,Non-binary,63,Engineering,Engineer,Master,35,62663.84,San Francisco
2563,2016-02-26,Male,34,Sales,Manager,PhD,33,111473.99,San Francisco
2564,2020-01-06,Male,36,HR,Engineer,PhD,15,146618.03,New York
2565,2017-07-02,Male,53,Marketing,Engineer,Bachelor,2,127365.59,Austin
2566,2019-04-26,Non-binary,46,HR,Sales Executive,High School,36,88319.88,Seattle
2567,2016-06-23,Male,56,HR,Analyst,Master,1,99035.57,Seattle
2568,2016-12-28,Female,36,HR,Manager,PhD,3,100443.08,San Francisco
2569,2019-01-28,Non-binary,26,Engineering,HR Specialist,PhD,19,75083.23,Austin
2570,2020-06-25,Non-binary,37,Sales,Analyst,Bachelor,24,51158.99,San Francisco
2571,2018-10-17,Male,58,Engineering,Engineer,PhD,2,140554.4,Boston
2572,2021-11-28,Female,56,Finance,Engineer,Bachelor,15,128813.38,Seattle
2573,2022-04-22,Non-binary,61,Engineering,Sales Executive,High School,33,63805.91,Seattle
2574,2017-06-29,Non-binary,32,HR,Sales Executive,Bachelor,4,32843.17,Seattle
2575,2021-08-24,Non-binary,50,Sales,Engineer,High School,21,141248.16,New York
2576,2016-03-15,Male,55,Marketing,Manager,PhD,13,49514.18,Seattle
2577,2016-09-24,Male,44,Marketing,HR Specialist,PhD,6,110256.7,Austin
2578,2022-11-17,Female,43,Customer Support,Support Agent,Master,20,56667.51,New York
2579,2019-08-07,Male,25,Engineering,HR Specialist,Master,10,31693.85,Chicago
2580,2018-03-13,Female,48,Engineering,Manager,PhD,21,132767.03,Boston
2581,2019-06-22,Non-binary,40,Marketing,Engineer,Master,26,73191.47,New York
2582,2021-03-15,Non-binary,58,Customer Support,HR Specialist,High School,39,51827.63,San Francisco
2583,2017-03-05,Non-binary,36,HR,Engineer,Bachelor,32,30349.84,Chicago
2584,2017-02-23,Non-binary,31,Finance,Analyst,High School,21,111274.08,Austin
2585,2020-06-03,Non-binary,27,Customer Support,Engineer,High School,24,36593.45,New York
2586,2018-06-30,Non-binary,28,Engineering,Engineer,High School,37,79899.31,Seattle
2587,2015-10-31,Female,31,HR,Manager,High School,28,71159.1,Boston
2588,2020-03-02,Female,51,Finance,Sales Executive,High School,3,53131.86,Seattle
2589,2017-12-12,Male,32,Engineering,HR Specialist,Master,34,80583.62,Chicago
2590,2018-04-14,Female,49,HR,Sales Executive,PhD,39,86885.32,Austin
2591,2019-01-01,Male,35,Finance,Support Agent,High School,9,148139.05,New York
2592,2017-08-21,Male,52,Marketing,HR Specialist,Master,27,106627.39,Boston
2593,2020-02-13,Female,30,Sales,Engineer,Bachelor,39,143426.94,New York
2594,2021-01-28,Male,26,Sales,Sales Executive,Master,24,107592.02,Chicago
2595,2018-01-10,Non-binary,60,Marketing,Manager,High School,36,81917.04,Boston
2596,2020-05-27,Male,45,Sales,Manager,PhD,35,65739.39,Chicago
2597,2019-07-30,Male,48,HR,Support Agent,High School,19,131939.13,Austin
2598,2018-03-28,Male,53,Customer Support,Sales Executive,High School,28,95518.15,New York
2599,2017-09-12,Female,59,Sales,Manager,Master,18,145215.62,Boston
2600,2022-11-22,Non-binary,45,Sales,HR Specialist,High School,25,130471.29,Seattle
2601,2019-09-12,Female,45,Marketing,HR Specialist,Bachelor,15,66414.89,Chicago
2602,2016-11-08,Non-binary,57,HR,Sales Executive,Bachelor,38,32581.22,Austin
2603,2017-12-25,Female,51,HR,Analyst,PhD,26,109315.78,Seattle
2604,2020-05-17,Non-binary,34,Customer Support,Analyst,Master,14,77034.89,Boston
2605,2021-02-24,Female,29,Finance,HR Specialist,Bachelor,20,84124.02,Austin
2606,2022-05-05,Non-binary,34,Engineering,Analyst,Bachelor,36,47855.11,Chicago
2607,2022-05-23,Female,52,Customer Support,Analyst,Bachelor,10,39050.91,New York
2608,2022-04-11,Non-binary,37,Finance,Sales Executive,Bachelor,21,108820.77,Chicago
2609,2022-09-13,Non-binary,39,Finance,Analyst,Master,1,74362.31,Austin
2610,2020-08-25,Non-binary,45,Sales,Support Agent,Bachelor,34,55296.73,San Francisco
2611,2021-12-10,Non-binary,59,Engineering,Support Agent,High School,35,132296.82,Chicago
2612,2015-11-17,Male,48,Customer Support,HR Specialist,Bachelor,0,149256.53,Seattle
2613,2021-01-25,Non-binary,23,Sales,Sales Executive,High School,25,117718.9,Boston
2614,2021-11-15,Male,40,Finance,Engineer,High School,0,40489.91,Seattle
2615,2019-01-17,Non-binary,63,Sales,HR Specialist,PhD,7,104361.72,Boston
2616,2021-06-11,Non-binary,25,Marketing,Engineer,Bachelor,8,70451.23,Austin
2617,2017-12-06,Non-binary,56,Finance,HR Specialist,Bachelor,35,67304.89,Seattle
2618,2019-08-31,Non-binary,24,Marketing,HR Specialist,Bachelor,8,112017.64,New York
2619,2018-04-11,Female,58,Marketing,Support Agent,Bachelor,27,55901.94,Austin
2620,2020-09-26,Male,45,Engineering,Engineer,Bachelor,15,45650.01,Seattle
2621,2021-02-21,Non-binary,22,HR,Analyst,Bachelor,34,121665.79,Boston
2622,2015-10-14,Male,55,Marketing,Manager,High School,14,124187.07,Austin
2623,2017-11-04,Non-binary,61,Finance,Manager,PhD,15,73334.15,San Francisco
2624,2021-08-05,Male,41,Customer Support,HR Specialist,High School,33,123013.81,Boston
